session_id,session_date,customer_id,store_id,device_type,browser_os,session_purchase_made,session_duration_minutes,session_pages_visited,session_quality_score
SESSION_0312,3/10/2024,417,403,desktop,Edge|Windows,FALSE,65,13,0.53
SESSION_0313,6/30/2024,309,403,mobile,Chrome|Android,FALSE,25,6,0.12
SESSION_0314,3/27/2024,371,402,mobile,Safari|iOS,FALSE,67,15,0.3
SESSION_0315,6/1/2024,418,404,desktop,Edge|Windows,FALSE,40,5,0.29
SESSION_0316,4/15/2024,418,403,mobile,Chrome|Android,FALSE,29,7,
SESSION_0317,3/5/2024,331,403,desktop,Chrome|MacOS,FALSE,58,12,0.13
SESSION_0318,6/26/2024,417,403,tablet,Chrome|Android,FALSE,36,6,0.31
SESSION_0319,6/24/2024,417,402,desktop,Firefox|MacOS,TRUE,43,10,0.32
SESSION_0320,5/6/2024,417,404,desktop,Chrome|MacOS,FALSE,68,12,0.1
SESSION_0321,6/29/2024,426,403,tablet,Safari|iOS,FALSE,47,10,0.57
SESSION_0322,3/24/2024,425,402,mobile,Safari|iOS,FALSE,38,10,0.34
SESSION_0323,6/14/2024,417,404,mobile,Safari|iOS,FALSE,40,7,0
SESSION_0324,5/31/2024,367,402,desktop,Edge|MacOS,FALSE,13,1,0.31
SESSION_0325,5/6/2024,309,402,tablet,Safari|iOS,FALSE,64,14,0.31
SESSION_0326,4/22/2024,386,404,desktop,Firefox|MacOS,FALSE,54,7,0.48
SESSION_0327,6/5/2024,373,402,mobile,Firefox|Android,TRUE,20,4,0.33
SESSION_0328,4/9/2024,429,404,desktop,Chrome|Windows,TRUE,80,12,0.36
SESSION_0329,4/20/2024,370,403,desktop,Chrome|Windows,TRUE,59,8,0.32
SESSION_0330,4/12/2024,430,404,desktop,Chrome|iOS,FALSE,32,9,0.28
SESSION_0331,4/8/2024,331,403,mobile,Chrome|Android,FALSE,60,11,0.38
SESSION_0332,4/17/2024,417,403,desktop,Safari|MacOS,FALSE,44,4,0.54
SESSION_0333,4/27/2024,301,403,desktop,Chrome|MacOS,TRUE,50,12,0.32
SESSION_0334,5/20/2024,336,403,desktop,Chrome|MacOS,FALSE,34,5,0.3
SESSION_0335,4/30/2024,338,403,tablet,Firefox|iOS,FALSE,64,9,0.31
SESSION_0336,3/13/2024,349,402,desktop,Edge|Windows,FALSE,51,15,0.32
SESSION_0337,5/14/2024,303,402,desktop,Chrome|Windows,TRUE,46,10,0.13
SESSION_0338,3/9/2024,301,404,desktop,Chrome|Windows,FALSE,92,21,0.61
SESSION_0339,4/5/2024,301,402,tablet,Safari|iOS,FALSE,48,7,0.3
SESSION_0340,6/27/2024,367,402,mobile,Safari|iOS,FALSE,29,8,0.35
SESSION_0341,6/5/2024,407,403,mobile,Chrome|Android,FALSE,36,6,0.31
SESSION_0342,6/23/2024,311,404,desktop,Safari|MacOS,FALSE,19,10,0.51
SESSION_0343,6/27/2024,378,403,desktop,Firefox|Windows,TRUE,34,7,0.46
SESSION_0344,5/9/2024,421,404,tablet,Chrome|Android,FALSE,45,9,0.59
SESSION_0345,6/18/2024,349,404,mobile,Chrome|Android,TRUE,18,1,0.29
SESSION_0346,3/18/2024,405,403,desktop,Chrome|Windows,FALSE,87,20,0.02
SESSION_0347,6/1/2024,307,403,desktop,Safari|MacOS,FALSE,45,8,0.31
SESSION_0348,5/14/2024,409,404,mobile,Chrome|Android,FALSE,40,10,0.29
SESSION_0349,3/16/2024,394,403,desktop,Firefox|Windows,FALSE,59,13,0.3
SESSION_0350,3/31/2024,301,404,desktop,Chrome|MacOS,FALSE,50,9,0.3
SESSION_0351,6/27/2024,398,403,mobile,Safari|iOS,FALSE,41,4,0.39
SESSION_0352,4/13/2024,421,403,tablet,Chrome|Android,TRUE,52,11,0.32
SESSION_0353,5/25/2024,301,404,desktop,Chrome|MacOS,FALSE,43,6,0.3
SESSION_0354,3/9/2024,377,402,desktop,Firefox|Windows,TRUE,68,14,0.36
SESSION_0355,4/24/2024,361,402,desktop,Chrome|Windows,FALSE,57,11,0.3
SESSION_0356,6/3/2024,307,403,desktop,Firefox|Windows,FALSE,33,8,0.32
SESSION_0357,3/13/2024,417,404,tablet,Chrome|Android,FALSE,77,13,0.27
SESSION_0358,5/6/2024,366,404,mobile,Firefox|iOS,TRUE,43,8,0.29
SESSION_0359,6/3/2024,313,404,desktop,Safari|MacOS,FALSE,45,10,0.04
SESSION_0360,4/1/2024,396,402,desktop,Chrome|Windows,FALSE,67,15,0.31
SESSION_0361,4/4/2024,399,402,tablet,Safari|iOS,FALSE,57,10,0.29
SESSION_0362,5/11/2024,364,403,mobile,Chrome|Android,FALSE,33,6,0.1
SESSION_0363,4/7/2024,327,404,desktop,Chrome|MacOS,FALSE,45,10,0.4
SESSION_0364,6/8/2024,349,402,mobile,Chrome|Android,TRUE,24,5,0.02
SESSION_0365,4/12/2024,338,402,tablet,Chrome|Android,FALSE,43,9,0.3
SESSION_0366,5/9/2024,307,402,desktop,Safari|MacOS,TRUE,54,9,0.12
SESSION_0367,3/7/2024,322,403,desktop,Safari|MacOS,FALSE,71,10,0.3
SESSION_0368,4/7/2024,394,403,desktop,Chrome|Windows,TRUE,76,19,0.38
SESSION_0369,3/16/2024,332,403,desktop,Chrome|MacOS,FALSE,94,24,0.46
SESSION_0370,3/2/2024,367,404,desktop,Edge|MacOS,FALSE,74,14,0.29
SESSION_0371,6/20/2024,357,403,tablet,Safari|iOS,FALSE,10,5,0.09
SESSION_0372,3/13/2024,374,402,mobile,Chrome|Android,FALSE,63,13,0.31
SESSION_0373,5/2/2024,324,404,desktop,Chrome|Windows,FALSE,46,12,0.3
SESSION_0374,4/1/2024,398,404,desktop,Chrome|Windows,FALSE,41,7,0.11
SESSION_0375,3/9/2024,308,403,desktop,Chrome|Windows,FALSE,67,16,0.57
SESSION_0376,5/11/2024,385,402,desktop,Chrome|Windows,FALSE,47,13,0.35
SESSION_0377,4/26/2024,308,403,desktop,Chrome|Windows,FALSE,44,7,0.32
SESSION_0378,6/3/2024,304,404,mobile,Safari|iOS,FALSE,25,3,0.41
SESSION_0379,3/15/2024,334,403,desktop,Edge|MacOS,FALSE,58,13,0.4
SESSION_0380,4/17/2024,338,402,mobile,Safari|iOS,TRUE,74,10,0.51
SESSION_0381,5/30/2024,369,404,tablet,Chrome|Android,TRUE,34,9,0.62
SESSION_0382,5/23/2024,357,404,mobile,Safari|iOS,FALSE,29,7,0.09
SESSION_0383,5/22/2024,371,402,mobile,Chrome|Android,TRUE,35,8,0.11
SESSION_0384,3/29/2024,313,403,desktop,Chrome|MacOS,FALSE,72,14,0.41
SESSION_0385,6/18/2024,405,402,desktop,Firefox|Windows,FALSE,21,3,0.53
SESSION_0386,6/26/2024,336,403,desktop,Firefox|Windows,FALSE,32,8,0.32
SESSION_0387,4/19/2024,375,403,desktop,Chrome|Windows,FALSE,61,14,0.27
SESSION_0388,6/14/2024,417,403,desktop,Safari|MacOS,FALSE,40,11,0.35
SESSION_0389,5/30/2024,418,403,desktop,Chrome|MacOS,FALSE,53,13,0.38
SESSION_0390,5/30/2024,383,402,desktop,Chrome|Windows,FALSE,30,3,0.48
SESSION_0391,5/13/2024,360,404,mobile,Chrome|Android,FALSE,56,11,0.03
SESSION_0392,5/7/2024,399,403,tablet,Safari|iOS,FALSE,35,5,0.3
SESSION_0393,3/26/2024,307,403,desktop,Chrome|Windows,FALSE,57,12,0.56
SESSION_0394,6/24/2024,331,404,desktop,Chrome|Windows,FALSE,41,12,0.31
SESSION_0395,5/1/2024,398,402,desktop,Firefox|Windows,FALSE,57,8,0.31
SESSION_0396,5/24/2024,417,402,mobile,Safari|iOS,FALSE,38,7,0.3
SESSION_0397,3/6/2024,325,404,mobile,Safari|iOS,FALSE,57,13,0.58
SESSION_0398,4/22/2024,301,402,desktop,Firefox|MacOS,TRUE,57,13,0.62
SESSION_0399,4/18/2024,354,402,desktop,Safari|MacOS,FALSE,45,7,0.31
SESSION_0400,4/17/2024,399,403,desktop,Chrome|Windows,FALSE,42,8,0.28
SESSION_0401,5/31/2024,301,402,mobile,Safari|iOS,TRUE,28,8,0.61
SESSION_0402,6/21/2024,301,403,mobile,Safari|iOS,FALSE,31,4,0.28
SESSION_0403,6/12/2024,423,402,mobile,Firefox|Android,TRUE,6,1,0.1
SESSION_0404,6/17/2024,399,404,desktop,Chrome|Windows,TRUE,34,7,0.42
SESSION_0405,5/22/2024,307,404,desktop,Chrome|Windows,FALSE,41,6,0.46
SESSION_0406,3/2/2024,303,404,desktop,Safari|MacOS,FALSE,67,20,0.42
SESSION_0407,3/21/2024,362,402,desktop,Chrome|Windows,FALSE,77,14,0.35
SESSION_0408,6/4/2024,417,404,desktop,Edge|Windows,TRUE,42,13,0.39
SESSION_0409,5/5/2024,404,403,desktop,Chrome|Windows,FALSE,38,6,0.37
SESSION_0410,6/22/2024,360,402,desktop,Chrome|Windows,FALSE,20,5,0.01
SESSION_0411,5/30/2024,417,402,mobile,Chrome|Android,FALSE,44,8,0.4
SESSION_0412,3/7/2024,316,403,mobile,Safari|iOS,TRUE,53,11,0.12
SESSION_0413,4/17/2024,399,404,mobile,Safari|iOS,TRUE,49,9,0.33
SESSION_0414,5/4/2024,366,402,desktop,Safari|MacOS,FALSE,38,12,0.31
SESSION_0415,5/12/2024,331,404,desktop,Chrome|Windows,FALSE,44,6,0.31
SESSION_0416,6/5/2024,357,402,mobile,Chrome|Android,FALSE,36,3,0.3
SESSION_0417,6/26/2024,301,402,mobile,Chrome|Android,FALSE,27,6,0.32
SESSION_0418,5/1/2024,326,403,tablet,Safari|iOS,FALSE,61,10,0.54
SESSION_0419,4/24/2024,429,402,mobile,Safari|iOS,FALSE,53,12,0.46
SESSION_0420,4/16/2024,411,404,mobile,Safari|iOS,FALSE,49,11,0.51
SESSION_0421,3/30/2024,394,404,tablet,Safari|iOS,FALSE,46,6,0.28
SESSION_0422,3/12/2024,399,402,desktop,Firefox|Windows,FALSE,77,15,0.45
SESSION_0423,6/10/2024,408,402,desktop,Chrome|Windows,FALSE,38,9,0.29
SESSION_0424,4/20/2024,315,404,desktop,Chrome|Windows,FALSE,69,14,0.3
SESSION_0425,4/19/2024,399,403,mobile,Safari|iOS,TRUE,43,8,0.27
SESSION_0426,4/22/2024,417,402,desktop,Firefox|Windows,FALSE,51,7,0.48
SESSION_0427,3/26/2024,425,402,desktop,Chrome|Windows,TRUE,61,7,0.04
SESSION_0428,3/9/2024,307,402,tablet,Safari|iOS,FALSE,69,16,
SESSION_0429,5/9/2024,336,402,desktop,Chrome|MacOS,FALSE,44,6,0.28
SESSION_0430,6/25/2024,416,402,tablet,Chrome|Android,FALSE,6,4,0.45
SESSION_0431,3/12/2024,385,402,mobile,Safari|iOS,FALSE,78,13,0.32
SESSION_0432,4/19/2024,331,402,desktop,Safari|MacOS,FALSE,60,13,0.13
SESSION_0433,6/27/2024,362,403,desktop,Chrome|Windows,FALSE,40,9,0.29
SESSION_0434,6/12/2024,399,404,desktop,Chrome|MacOS,FALSE,58,9,0.13
SESSION_0435,3/27/2024,364,402,mobile,Firefox|Android,FALSE,58,13,0.32
SESSION_0436,3/1/2024,407,404,mobile,Firefox|Android,FALSE,75,17,0.4
SESSION_0437,6/13/2024,330,404,mobile,Chrome|Android,FALSE,31,7,0.27
SESSION_0438,4/17/2024,418,402,desktop,Chrome|Windows,FALSE,76,19,0.32
SESSION_0439,5/14/2024,403,402,mobile,Safari|iOS,TRUE,21,5,0.55
SESSION_0440,5/5/2024,401,403,mobile,Chrome|Android,TRUE,51,13,0.12
SESSION_0441,3/2/2024,422,403,mobile,Chrome|Android,FALSE,57,8,0.6
SESSION_0442,6/20/2024,309,402,desktop,Chrome|Windows,FALSE,5,1,0.03
SESSION_0443,5/8/2024,316,403,mobile,Safari|iOS,TRUE,20,6,0.1
SESSION_0444,4/12/2024,333,403,desktop,Chrome|MacOS,FALSE,38,9,0.28
SESSION_0445,6/11/2024,394,404,desktop,Chrome|Windows,FALSE,45,8,0.32
SESSION_0446,3/3/2024,407,402,desktop,Firefox|Windows,FALSE,63,11,0.3
SESSION_0447,5/30/2024,373,402,mobile,Firefox|Android,FALSE,33,4,0.46
SESSION_0448,3/4/2024,421,403,desktop,Firefox|iOS,FALSE,59,12,0.32
SESSION_0449,5/1/2024,366,404,desktop,Chrome|Windows,TRUE,54,6,0.12
SESSION_0450,4/27/2024,393,402,mobile,Safari|iOS,FALSE,35,5,0.32
SESSION_0451,6/7/2024,421,402,desktop,Chrome|MacOS,FALSE,49,9,0.13
SESSION_0452,5/20/2024,331,403,mobile,Safari|iOS,TRUE,28,4,0.12
SESSION_0453,6/15/2024,355,404,desktop,Chrome|Windows,FALSE,21,1,0.31
SESSION_0454,5/16/2024,344,402,tablet,Edge|MacOS,FALSE,43,11,0.46
SESSION_0455,3/7/2024,384,404,tablet,Safari|iOS,FALSE,71,14,0.3
SESSION_0456,5/12/2024,301,402,desktop,Safari|MacOS,FALSE,60,10,0.28
SESSION_0457,3/18/2024,417,404,desktop,Chrome|Windows,TRUE,67,14,0.38
SESSION_0458,6/5/2024,302,403,desktop,Chrome|Windows,FALSE,19,6,0.33
SESSION_0459,4/17/2024,360,402,mobile,Safari|iOS,FALSE,46,11,0.48
SESSION_0460,4/11/2024,371,404,desktop,Safari|MacOS,FALSE,48,10,
SESSION_0461,6/29/2024,302,402,tablet,Chrome|iOS,FALSE,34,6,0.36
SESSION_0462,4/23/2024,414,404,desktop,Chrome|Windows,FALSE,55,8,0.3
SESSION_0463,5/18/2024,308,402,tablet,Chrome|Android,TRUE,39,7,0.27
SESSION_0464,4/14/2024,386,402,desktop,Firefox|Windows,FALSE,64,10,0.02
SESSION_0465,5/30/2024,399,402,mobile,Chrome|Android,TRUE,30,7,0.55
SESSION_0466,4/23/2024,324,404,desktop,Chrome|Windows,FALSE,49,12,0.31
SESSION_0467,4/19/2024,313,404,tablet,Chrome|Android,FALSE,54,9,0.33
SESSION_0468,6/17/2024,307,402,desktop,Chrome|MacOS,FALSE,48,5,0.6
SESSION_0469,5/18/2024,324,404,mobile,Safari|iOS,FALSE,39,9,0.31
SESSION_0470,4/8/2024,417,402,mobile,Safari|iOS,TRUE,52,10,0.47
SESSION_0471,6/29/2024,340,404,desktop,Chrome|Windows,TRUE,13,3,0.01
SESSION_0472,4/17/2024,384,404,desktop,Chrome|Windows,TRUE,61,10,0.32
SESSION_0473,3/24/2024,313,403,mobile,Safari|iOS,FALSE,56,11,0.41
SESSION_0474,3/9/2024,430,403,desktop,Firefox|Linux,FALSE,74,16,0.02
SESSION_0475,5/6/2024,417,404,desktop,Safari|MacOS,FALSE,22,6,0.32
SESSION_0476,4/10/2024,327,402,desktop,Chrome|Windows,FALSE,68,14,0.1
SESSION_0477,6/3/2024,318,403,desktop,Edge|Windows,TRUE,19,7,0.12
SESSION_0478,3/24/2024,417,403,desktop,Firefox|Windows,FALSE,53,11,0.52
SESSION_0479,4/21/2024,341,404,desktop,Firefox|Windows,FALSE,64,14,0.52
SESSION_0480,5/7/2024,332,404,mobile,Safari|iOS,FALSE,29,7,0.29
SESSION_0481,3/25/2024,328,404,desktop,Chrome|Windows,TRUE,61,14,0.37
SESSION_0482,3/3/2024,429,402,desktop,Chrome|Windows,FALSE,74,14,0.41
SESSION_0483,6/4/2024,367,403,mobile,Chrome|Android,FALSE,22,6,0.44
SESSION_0484,5/12/2024,394,402,desktop,Chrome|MacOS,FALSE,59,16,0.35
SESSION_0485,3/11/2024,313,404,mobile,Safari|iOS,FALSE,87,17,0.28
SESSION_0486,4/12/2024,322,403,desktop,Safari|MacOS,FALSE,31,7,
SESSION_0487,6/8/2024,307,402,desktop,Chrome|Windows,FALSE,15,4,0.55
SESSION_0488,4/20/2024,425,402,mobile,Safari|iOS,FALSE,61,14,0.3
SESSION_0489,4/3/2024,384,404,desktop,Safari|MacOS,FALSE,43,9,0.32
SESSION_0490,5/3/2024,303,402,mobile,Chrome|Android,FALSE,42,7,0.12
SESSION_0491,6/13/2024,311,404,mobile,Safari|iOS,FALSE,33,10,0.31
SESSION_0492,6/29/2024,417,402,desktop,Firefox|Linux,FALSE,34,5,0.31
SESSION_0493,3/24/2024,371,403,desktop,Chrome|MacOS,TRUE,60,7,0.38
SESSION_0494,3/6/2024,408,404,desktop,Chrome|Windows,FALSE,73,16,0.35
SESSION_0495,6/10/2024,357,403,mobile,Chrome|Android,FALSE,23,3,0.56
SESSION_0496,6/28/2024,417,402,mobile,Safari|iOS,FALSE,41,9,0.31
SESSION_0497,5/31/2024,406,403,mobile,Firefox|Android,FALSE,30,6,
SESSION_0498,5/9/2024,304,404,desktop,Chrome|Windows,FALSE,48,10,0.36
SESSION_0499,4/18/2024,331,402,desktop,Chrome|Windows,FALSE,46,11,0.32
SESSION_0500,6/6/2024,367,402,mobile,Safari|iOS,FALSE,35,7,0.32
SESSION_0501,3/2/2024,394,402,desktop,Chrome|MacOS,FALSE,72,20,0.29
SESSION_0502,5/1/2024,356,404,desktop,Chrome|Windows,FALSE,45,11,0.5
SESSION_0503,3/23/2024,384,404,tablet,Safari|iOS,FALSE,51,9,0.29
SESSION_0504,3/3/2024,352,402,desktop,Edge|Windows,TRUE,83,20,0.28
SESSION_0505,3/18/2024,405,402,desktop,Firefox|MacOS,FALSE,83,16,0.31
SESSION_0506,6/10/2024,384,402,mobile,Safari|iOS,FALSE,35,7,0.59
SESSION_0507,4/30/2024,399,402,mobile,Chrome|Android,FALSE,56,9,0.29
SESSION_0508,4/23/2024,403,404,desktop,Chrome|Windows,TRUE,60,11,0.29
SESSION_0509,5/4/2024,373,404,mobile,Safari|iOS,TRUE,57,13,0.52
SESSION_0510,4/22/2024,356,404,desktop,Chrome|Windows,FALSE,54,12,0.04
SESSION_0511,4/24/2024,307,403,tablet,Safari|iOS,TRUE,52,9,0.27
SESSION_0512,5/27/2024,313,402,mobile,Safari|iOS,FALSE,48,9,0.31
SESSION_0513,4/27/2024,305,403,tablet,Chrome|Android,TRUE,49,7,0.02
SESSION_0514,5/11/2024,301,403,mobile,Safari|iOS,TRUE,32,5,0.3
SESSION_0515,5/26/2024,417,402,mobile,Safari|iOS,FALSE,38,10,
SESSION_0516,4/5/2024,325,402,mobile,Chrome|Android,TRUE,35,9,0.42
SESSION_0517,3/5/2024,356,403,desktop,Safari|MacOS,FALSE,72,11,0.54
SESSION_0518,6/10/2024,318,403,desktop,Edge|Windows,TRUE,37,6,0.12
SESSION_0519,4/17/2024,311,404,desktop,Chrome|MacOS,FALSE,67,18,0.29
SESSION_0520,4/14/2024,408,403,desktop,Chrome|Windows,FALSE,56,11,0.3
SESSION_0521,5/9/2024,360,404,desktop,Chrome|Windows,FALSE,55,10,0.36
SESSION_0522,5/19/2024,403,403,mobile,Chrome|Android,FALSE,40,5,0.03
SESSION_0523,3/9/2024,339,403,tablet,Safari|iOS,FALSE,58,11,0.12
SESSION_0524,6/15/2024,305,404,desktop,Firefox|Windows,FALSE,13,1,0.31
SESSION_0525,4/19/2024,395,403,mobile,Safari|iOS,FALSE,40,8,0.45
SESSION_0526,3/31/2024,408,403,desktop,Chrome|Windows,FALSE,43,7,0.42
SESSION_0527,4/12/2024,331,402,desktop,Chrome|MacOS,FALSE,62,9,0.1
SESSION_0528,3/26/2024,318,402,desktop,Firefox|MacOS,FALSE,59,12,0.35
SESSION_0529,4/14/2024,307,402,desktop,Chrome|MacOS,FALSE,61,13,0.31
SESSION_0530,6/24/2024,301,403,desktop,Firefox|MacOS,TRUE,28,5,0.38
SESSION_0531,5/30/2024,401,404,desktop,Chrome|Windows,FALSE,49,8,0.39
SESSION_0532,6/6/2024,313,402,desktop,Chrome|MacOS,FALSE,46,7,0.12
SESSION_0533,3/20/2024,303,403,desktop,Firefox|Windows,FALSE,57,12,
SESSION_0534,3/19/2024,429,402,desktop,Safari|MacOS,FALSE,62,16,0.55
SESSION_0535,5/26/2024,308,403,mobile,Chrome|Android,TRUE,31,3,0.38
SESSION_0536,4/28/2024,399,402,desktop,Edge|Windows,FALSE,29,2,0.36
SESSION_0537,6/6/2024,314,404,mobile,Safari|iOS,FALSE,42,8,0.37
SESSION_0538,3/14/2024,356,402,desktop,Chrome|iOS,FALSE,82,17,0.53
SESSION_0539,5/19/2024,324,403,desktop,Chrome|MacOS,FALSE,40,7,0.36
SESSION_0540,6/9/2024,417,402,mobile,Chrome|Android,FALSE,27,7,0.13
SESSION_0541,5/20/2024,303,404,desktop,Safari|MacOS,TRUE,53,11,0
SESSION_0542,5/4/2024,325,403,desktop,Chrome|MacOS,FALSE,18,5,0.41
SESSION_0543,3/9/2024,364,402,desktop,Chrome|MacOS,FALSE,72,14,0.34
SESSION_0544,5/1/2024,422,402,desktop,Chrome|Windows,FALSE,49,9,0.31
SESSION_0545,4/19/2024,414,404,desktop,Firefox|MacOS,FALSE,45,8,0.27
SESSION_0546,5/10/2024,364,403,mobile,Safari|iOS,FALSE,60,13,0.35
SESSION_0547,4/1/2024,394,403,desktop,Edge|Windows,FALSE,71,11,0.31
SESSION_0548,5/10/2024,369,404,desktop,Chrome|MacOS,FALSE,40,8,0.1
SESSION_0549,4/4/2024,423,402,desktop,Firefox|Windows,FALSE,57,8,0.5
SESSION_0550,6/22/2024,332,402,mobile,Chrome|Android,FALSE,23,6,0.11
SESSION_0551,3/23/2024,429,402,desktop,Chrome|Windows,FALSE,57,10,0.36
SESSION_0552,3/15/2024,417,403,desktop,Chrome|Windows,FALSE,51,9,0.31
SESSION_0553,4/6/2024,325,402,desktop,Firefox|Linux,FALSE,74,15,0.27
SESSION_0554,5/16/2024,417,404,mobile,Safari|iOS,FALSE,54,5,0.28
SESSION_0555,3/20/2024,370,404,desktop,Chrome|MacOS,FALSE,74,14,0.11
SESSION_0556,4/6/2024,406,403,desktop,Firefox|Linux,FALSE,44,8,0.31
SESSION_0557,5/21/2024,364,403,desktop,Firefox|Windows,FALSE,64,10,0.3
SESSION_0558,4/14/2024,314,402,desktop,Safari|MacOS,FALSE,78,18,0.31
SESSION_0559,6/12/2024,399,404,desktop,Chrome|Windows,FALSE,34,5,0.03
SESSION_0560,4/14/2024,363,403,desktop,Edge|Windows,FALSE,43,5,0.29
SESSION_0561,4/20/2024,361,404,desktop,Chrome|Windows,FALSE,41,10,0.32
SESSION_0562,4/25/2024,378,402,mobile,Chrome|Android,FALSE,54,9,0.3
SESSION_0563,3/29/2024,369,404,desktop,Safari|MacOS,FALSE,50,9,0.29
SESSION_0564,6/3/2024,330,403,desktop,Chrome|Windows,FALSE,34,9,0.39
SESSION_0565,6/27/2024,349,402,desktop,Chrome|Windows,TRUE,39,8,0.39
SESSION_0566,3/22/2024,429,403,tablet,Chrome|Android,FALSE,46,6,0.43
SESSION_0567,4/3/2024,302,402,desktop,Chrome|Windows,FALSE,82,13,0.37
SESSION_0568,3/22/2024,371,404,mobile,Safari|iOS,FALSE,83,13,0.39
SESSION_0569,4/12/2024,407,403,mobile,Safari|iOS,FALSE,40,7,0.13
SESSION_0570,3/31/2024,378,404,desktop,Firefox|Linux,TRUE,43,10,0.49
SESSION_0571,6/3/2024,371,402,desktop,Chrome|Windows,FALSE,31,7,0.43
SESSION_0572,5/18/2024,404,404,mobile,Chrome|Android,FALSE,28,6,0.32
SESSION_0573,5/13/2024,313,404,tablet,Safari|iOS,FALSE,39,7,0.11
SESSION_0574,5/5/2024,331,404,tablet,Safari|iOS,FALSE,15,3,0.28
SESSION_0575,4/23/2024,399,403,desktop,Chrome|Windows,FALSE,47,9,0.34
SESSION_0576,4/16/2024,348,404,desktop,Safari|MacOS,FALSE,75,13,0.29
SESSION_0577,6/23/2024,302,403,mobile,Safari|iOS,TRUE,14,1,0.12
SESSION_0578,5/9/2024,304,403,desktop,Chrome|Windows,FALSE,41,9,0.28
SESSION_0579,3/4/2024,418,402,mobile,Chrome|Android,FALSE,55,14,0.32
SESSION_0580,4/24/2024,407,403,mobile,Chrome|Android,TRUE,57,12,0.5
SESSION_0581,6/8/2024,365,403,desktop,Chrome|Windows,FALSE,30,4,0.41
SESSION_0582,3/6/2024,413,402,desktop,Safari|MacOS,FALSE,95,21,0.38
SESSION_0583,4/5/2024,337,403,desktop,Chrome|MacOS,FALSE,60,10,0.37
SESSION_0584,6/20/2024,313,402,mobile,Safari|iOS,FALSE,24,6,0.1
SESSION_0585,4/24/2024,429,402,desktop,Chrome|Windows,FALSE,56,12,0.3
SESSION_0586,5/26/2024,377,402,desktop,Safari|MacOS,TRUE,32,5,0.28
SESSION_0587,3/3/2024,301,403,desktop,Chrome|Windows,FALSE,57,13,0.12
SESSION_0588,3/21/2024,309,403,desktop,Safari|MacOS,FALSE,68,8,0.47
SESSION_0589,5/29/2024,314,404,desktop,Chrome|MacOS,FALSE,34,3,0.28
SESSION_0590,6/12/2024,417,403,mobile,Chrome|Android,TRUE,33,9,0.49
SESSION_0591,5/6/2024,381,402,desktop,Chrome|Windows,TRUE,50,7,0.31
SESSION_0592,3/3/2024,413,403,desktop,Firefox|Windows,FALSE,67,16,0.41
SESSION_0593,5/9/2024,356,403,tablet,Chrome|Android,FALSE,49,8,0.44
SESSION_0594,6/24/2024,349,403,desktop,Safari|MacOS,TRUE,48,9,0.57
SESSION_0595,4/21/2024,391,402,desktop,Chrome|Windows,FALSE,38,10,0.09
SESSION_0596,4/23/2024,407,403,desktop,Firefox|MacOS,TRUE,71,11,0.35
SESSION_0597,5/12/2024,324,402,desktop,Safari|MacOS,FALSE,40,8,0.33
SESSION_0598,4/2/2024,336,403,desktop,Edge|Windows,FALSE,50,13,0.1
SESSION_0599,3/25/2024,386,403,desktop,Edge|Windows,TRUE,91,15,0.37
SESSION_0600,3/18/2024,380,402,desktop,Firefox|Linux,TRUE,67,18,0.1
SESSION_0601,3/6/2024,399,403,mobile,Safari|iOS,FALSE,88,14,0.59
SESSION_0602,3/16/2024,315,404,mobile,Safari|iOS,FALSE,76,12,0.37
SESSION_0603,6/18/2024,429,402,desktop,Chrome|Windows,FALSE,9,1,0.34
SESSION_0604,3/13/2024,312,403,mobile,Safari|iOS,FALSE,69,15,0.1
SESSION_0605,5/25/2024,398,403,tablet,Safari|iOS,FALSE,32,8,0.4
SESSION_0606,4/25/2024,408,402,mobile,Chrome|Android,FALSE,33,10,0.11
SESSION_0607,3/6/2024,368,404,desktop,Chrome|Windows,FALSE,50,11,0
SESSION_0608,3/17/2024,386,402,desktop,Chrome|MacOS,FALSE,67,16,0.28
SESSION_0609,4/6/2024,399,402,desktop,Chrome|Windows,FALSE,64,8,0.04
SESSION_0610,4/14/2024,353,403,desktop,Chrome|Windows,FALSE,59,8,0.13
SESSION_0611,6/15/2024,307,402,mobile,Chrome|iOS,FALSE,27,3,0.32
SESSION_0612,4/24/2024,313,404,desktop,Edge|MacOS,TRUE,40,7,0.28
SESSION_0613,4/27/2024,327,402,desktop,Chrome|Windows,FALSE,37,7,0.33
SESSION_0614,6/7/2024,425,402,tablet,Safari|iOS,FALSE,27,4,0.46
SESSION_0615,4/27/2024,423,403,mobile,Safari|iOS,FALSE,36,6,0.32
SESSION_0616,3/27/2024,417,402,desktop,Chrome|Windows,FALSE,59,6,0.32
SESSION_0617,3/11/2024,394,403,mobile,Firefox|Android,FALSE,69,20,0.01
SESSION_0618,3/15/2024,366,403,desktop,Safari|MacOS,FALSE,56,8,0.45
SESSION_0619,5/1/2024,404,404,desktop,Chrome|Windows,TRUE,44,6,0.48
SESSION_0620,5/27/2024,309,404,mobile,Safari|iOS,FALSE,28,5,0.32
SESSION_0621,4/20/2024,422,403,mobile,Chrome|Android,FALSE,51,7,0.27
SESSION_0622,5/25/2024,425,403,desktop,Safari|MacOS,FALSE,44,11,0.38
SESSION_0623,3/12/2024,334,404,desktop,Chrome|Windows,FALSE,71,12,0.34
